loan_amnt,term,int_rate,installment,grade,emp_length,annual_inc,dti,home_ownership,purpose,open_acc,revol_bal,revol_util,total_acc,delinq_2yrs,pub_rec,mort_acc,default
9330.0,36,10.26,302.19,B,0,56527.0,10.96,MORTGAGE,credit_card,13,93828.0,50.5,19,0,0,3,0
7480.0,36,8.58,236.4,B,3,139330.0,11.49,MORTGAGE,debt_consolidation,7,5726.0,26.0,19,0,0,3,0
12825.0,60,19.33,335.02,E,4,54854.0,3.29,MORTGAGE,debt_consolidation,14,48082.0,80.6,24,0,0,1,0
16620.0,60,6.77,327.3,A,1,132870.0,5.33,MORTGAGE,credit_card,16,45145.0,60.7,22,0,0,1,0
40000.0,36,6.03,1217.42,A,5,27420.0,8.58,MORTGAGE,debt_consolidation,19,4565.0,95.5,28,0,0,1,0
5393.0,36,7.45,167.63,A,6,138589.0,0.33,OWN,home_improvement,6,11062.0,69.7,19,0,0,2,0
26786.0,60,5.01,505.61,A,8,35709.0,1.89,MORTGAGE,car,10,1935.0,15.4,23,1,0,0,0
23953.0,36,21.03,902.8,E,10,99941.0,27.94,OWN,other,12,49646.0,52.3,26,1,0,0,0
8371.0,36,17.93,302.34,D,6,35646.0,24.77,MORTGAGE,small_business,14,946.0,15.4,24,0,0,4,0
15092.0,60,9.83,319.4,B,1,86769.0,37.82,MORTGAGE,other,7,1616.0,86.1,16,0,0,3,1
10152.0,60,10.36,217.5,B,1,33606.0,16.07,RENT,debt_consolidation,14,6943.0,33.1,24,0,0,1,0
14934.0,36,23.65,583.16,F,8,111512.0,17.77,MORTGAGE,credit_card,9,3163.0,43.7,19,0,0,5,0
33040.0,36,16.54,1170.42,D,7,99424.0,2.71,RENT,debt_consolidation,14,2988.0,87.1,28,1,0,3,0
19213.0,36,21.07,724.54,E,1,41756.0,6.09,MORTGAGE,debt_consolidation,13,5763.0,26.5,26,0,0,1,0
18127.0,60,15.41,435.15,C,2,84698.0,27.66,MORTGAGE,major_purchase,9,21109.0,46.0,19,1,1,0,0
10320.0,60,10.47,221.66,B,8,105711.0,9.4,RENT,debt_consolidation,12,21973.0,78.5,19,0,1,0,0
5484.0,36,27.32,224.83,G,6,34407.0,30.93,RENT,debt_consolidation,8,12822.0,6.6,23,0,0,1,0
11789.0,60,18.01,299.43,D,6,32196.0,28.23,RENT,debt_consolidation,11,13340.0,27.8,26,0,0,1,0
27556.0,60,8.01,558.87,A,2,31483.0,29.89,MORTGAGE,debt_consolidation,10,8425.0,11.1,19,0,0,2,0
5344.0,36,14.34,183.53,C,6,28917.0,27.62,RENT,debt_consolidation,14,22855.0,74.5,23,1,0,2,1
7094.0,60,12.57,159.85,C,8,31393.0,28.31,OWN,debt_consolidation,11,9173.0,14.7,20,1,0,1,0
14411.0,36,9.92,464.46,B,10,104284.0,21.87,RENT,debt_consolidation,11,3697.0,95.9,21,0,0,2,0
7400.0,36,26.47,300.01,G,8,83676.0,27.13,MORTGAGE,car,8,6169.0,38.0,18,1,0,3,0
8304.0,36,25.26,331.31,F,6,21642.0,21.05,OWN,debt_consolidation,11,10312.0,52.9,17,0,1,3,1
10361.0,60,9.58,218.01,B,7,44086.0,8.24,MORTGAGE,debt_consolidation,13,19096.0,22.3,27,1,0,0,0
5888.0,36,13.1,198.67,C,5,29891.0,8.7,RENT,debt_consolidation,8,11258.0,84.3,14,0,0,1,0
7447.0,36,22.53,286.45,F,2,100400.0,16.21,RENT,debt_consolidation,14,2375.0,23.9,26,2,0,1,1
20375.0,60,9.8,430.91,B,10,45716.0,0.56,RENT,debt_consolidation,17,18853.0,48.0,27,0,0,2,0
6097.0,36,18.61,222.29,D,5,23703.0,35.57,MORTGAGE,major_purchase,4,5612.0,96.6,12,0,0,2,0
5122.0,60,21.1,138.86,E,6,66310.0,10.73,MORTGAGE,other,9,13689.0,47.3,18,1,0,2,0
9154.0,36,20.04,340.38,E,10,86154.0,2.06,RENT,major_purchase,15,1678.0,50.4,24,0,0,1,0
20727.0,36,21.25,783.55,E,10,33785.0,16.98,MORTGAGE,car,8,14448.0,86.3,18,0,1,1,0
11871.0,36,21.25,448.77,E,6,51075.0,32.62,RENT,small_business,9,21378.0,89.2,15,0,0,1,0
10110.0,60,27.19,309.86,G,0,34841.0,15.89,MORTGAGE,debt_consolidation,12,4859.0,70.5,26,0,0,0,0
13720.0,36,12.97,462.08,C,4,126302.0,10.51,MORTGAGE,major_purchase,12,12124.0,2.3,19,1,0,1,0
4687.0,36,25.21,186.88,F,10,46221.0,21.8,OWN,small_business,7,9887.0,72.4,15,0,0,2,1
17977.0,60,5.5,343.38,A,2,38828.0,22.98,OWN,debt_consolidation,12,3995.0,74.7,17,0,0,1,0
16816.0,36,11.63,555.56,B,10,58058.0,30.37,MORTGAGE,other,11,21019.0,35.5,19,0,0,2,0
10451.0,60,6.12,202.63,A,1,52864.0,31.99,RENT,other,14,6556.0,63.7,25,0,0,2,0
24430.0,60,19.98,646.97,E,6,90499.0,28.25,MORTGAGE,credit_card,10,5482.0,27.0,31,0,0,0,0
6792.0,36,7.32,210.71,A,5,124198.0,0.18,OWN,debt_consolidation,13,14755.0,32.6,21,1,0,2,0
26285.0,36,24.45,1037.46,F,2,124763.0,0.08,RENT,debt_consolidation,17,9935.0,35.8,29,1,0,1,0
14657.0,36,19.87,543.74,E,10,47613.0,39.1,RENT,credit_card,8,15889.0,86.9,12,0,0,0,1
10917.0,36,5.66,330.44,A,6,71903.0,10.57,MORTGAGE,debt_consolidation,9,9473.0,92.9,18,0,0,2,0
13201.0,60,21.44,360.41,E,2,146254.0,11.29,MORTGAGE,debt_consolidation,12,12289.0,72.2,21,0,0,0,0
12527.0,60,24.83,366.44,F,3,149672.0,29.29,MORTGAGE,debt_consolidation,10,7581.0,18.7,25,1,0,2,1
27783.0,36,20.21,1035.49,E,8,35400.0,23.26,RENT,home_improvement,12,4181.0,70.2,24,0,0,0,0
7002.0,36,5.7,212.06,A,2,85421.0,18.54,RENT,home_improvement,9,3968.0,25.6,18,0,0,1,0
8455.0,36,24.73,334.96,F,10,77182.0,4.66,MORTGAGE,credit_card,11,4158.0,14.3,23,0,1,1,0
24879.0,36,21.85,948.21,E,1,104384.0,3.26,MORTGAGE,debt_consolidation,15,4851.0,51.0,32,0,0,4,0
9346.0,36,13.7,318.06,C,2,126269.0,28.14,MORTGAGE,other,11,175532.0,90.3,26,1,0,3,0
22933.0,36,12.56,767.85,C,1,32062.0,4.98,MORTGAGE,credit_card,9,14033.0,37.0,19,0,0,4,0
37037.0,36,16.04,1302.84,D,1,39561.0,17.43,MORTGAGE,credit_card,8,3977.0,64.3,19,1,0,2,0
10498.0,36,24.94,417.07,F,3,103215.0,29.45,MORTGAGE,credit_card,6,22423.0,75.0,15,0,0,1,0
20107.0,36,10.8,656.37,B,10,65435.0,36.93,MORTGAGE,credit_card,11,53104.0,84.8,21,1,0,4,0
6686.0,36,7.32,207.42,A,1,15735.0,34.94,MORTGAGE,other,10,4828.0,4.2,20,0,0,1,0
21012.0,60,24.89,615.38,F,2,22032.0,34.56,MORTGAGE,home_improvement,7,5126.0,50.4,15,0,0,2,1
15058.0,36,5.6,455.37,A,2,89103.0,14.34,MORTGAGE,credit_card,9,1342.0,89.7,20,0,0,0,0
17744.0,60,25.95,530.74,F,6,99059.0,37.09,RENT,small_business,13,6121.0,29.3,23,0,0,1,1
9069.0,36,12.03,301.35,C,8,26644.0,27.35,MORTGAGE,debt_consolidation,12,18072.0,7.4,17,0,0,3,0
4931.0,60,16.69,121.73,D,8,115786.0,35.46,MORTGAGE,debt_consolidation,5,5789.0,37.2,15,1,0,0,0
18069.0,60,8.04,366.72,A,0,53195.0,3.56,MORTGAGE,debt_consolidation,7,2875.0,71.5,13,0,0,1,0
3874.0,36,25.75,155.57,F,7,32420.0,1.58,MORTGAGE,debt_consolidation,2,1830.0,97.7,8,0,0,1,0
11043.0,36,22.25,423.17,E,6,42780.0,17.19,RENT,debt_consolidation,4,11060.0,56.3,14,0,1,2,1
23499.0,60,26.26,707.19,G,5,28749.0,33.12,MORTGAGE,debt_consolidation,11,4345.0,93.1,19,0,0,3,1
14990.0,36,20.71,562.52,E,3,41376.0,16.34,MORTGAGE,credit_card,11,61523.0,93.5,22,1,0,2,0
40000.0,60,9.25,835.2,B,9,19510.0,35.39,RENT,credit_card,15,8547.0,81.5,20,0,0,3,0
24713.0,60,12.09,550.85,C,3,57280.0,9.39,MORTGAGE,debt_consolidation,3,3722.0,44.5,16,1,0,0,0
9024.0,36,16.2,318.15,D,2,85159.0,1.57,MORTGAGE,debt_consolidation,12,19564.0,73.0,20,1,0,1,0
13580.0,36,18.97,497.58,D,3,26677.0,30.45,RENT,debt_consolidation,7,62357.0,91.9,14,1,0,1,0
12985.0,36,26.31,525.32,G,4,60489.0,25.05,RENT,medical,18,49362.0,85.1,26,0,0,4,1
5170.0,60,13.83,119.84,C,2,36946.0,17.6,RENT,debt_consolidation,5,3230.0,56.4,14,2,0,3,0
7599.0,36,21.17,286.96,E,6,89436.0,33.81,RENT,debt_consolidation,13,2287.0,88.2,23,2,0,0,0
9543.0,36,27.1,390.11,G,10,14933.0,32.97,MORTGAGE,debt_consolidation,11,2220.0,84.1,27,0,0,1,0
3937.0,36,8.5,124.28,B,6,91778.0,12.98,MORTGAGE,other,16,16305.0,12.9,28,0,0,2,0
13746.0,60,24.84,402.17,F,4,20118.0,33.52,RENT,credit_card,16,6053.0,28.2,27,0,0,0,1
11505.0,36,14.68,397.02,C,9,52788.0,13.81,RENT,debt_consolidation,11,4084.0,84.1,17,0,0,2,0
4896.0,36,21.85,186.6,E,8,39130.0,24.88,RENT,debt_consolidation,11,18488.0,76.5,23,0,0,3,0
17027.0,36,11.75,563.51,B,3,48222.0,7.7,MORTGAGE,car,12,3362.0,38.4,20,0,0,2,0
20528.0,36,12.68,688.51,C,6,23917.0,10.57,MORTGAGE,debt_consolidation,12,22387.0,52.8,19,0,2,1,0
15309.0,60,5.62,293.27,A,8,162118.0,17.92,RENT,home_improvement,16,2969.0,98.6,32,0,0,1,0
10999.0,36,27.34,451.05,G,2,27669.0,12.58,MORTGAGE,home_improvement,13,5724.0,38.3,20,1,0,0,0
19051.0,60,23.71,544.86,F,3,29010.0,5.17,MORTGAGE,credit_card,4,32439.0,22.2,14,0,0,1,0
20093.0,60,7.16,399.38,A,1,175763.0,19.29,MORTGAGE,car,14,9179.0,67.9,19,2,0,1,0
16066.0,36,27.99,664.46,G,10,72665.0,20.45,OWN,debt_consolidation,12,2886.0,17.5,19,2,0,2,1
8146.0,36,18.92,298.27,D,1,28210.0,6.35,MORTGAGE,medical,10,36859.0,10.0,19,1,0,1,0
15772.0,36,24.64,624.09,F,1,55422.0,6.97,MORTGAGE,major_purchase,11,25207.0,87.9,23,0,0,1,0
27372.0,36,6.53,839.3,A,5,51977.0,1.17,RENT,car,12,34154.0,87.9,23,0,0,2,0
9340.0,36,13.96,319.04,C,10,21751.0,1.21,MORTGAGE,debt_consolidation,13,1468.0,76.8,16,0,0,4,0
40000.0,60,20.4,1068.68,E,3,37989.0,14.35,MORTGAGE,debt_consolidation,12,10930.0,1.7,24,1,0,0,0
9746.0,36,7.45,302.94,A,8,58934.0,5.87,MORTGAGE,debt_consolidation,8,4009.0,20.7,16,0,0,2,0
13622.0,60,16.24,333.0,D,7,128008.0,36.76,MORTGAGE,credit_card,8,4424.0,79.2,17,0,0,3,0
8924.0,36,15.18,310.14,C,6,53461.0,7.98,RENT,debt_consolidation,14,15407.0,80.7,18,0,0,3,0
15275.0,36,9.97,492.67,B,9,55928.0,2.64,MORTGAGE,other,7,1408.0,48.5,20,0,0,2,0
4697.0,60,11.91,104.27,B,0,36714.0,16.17,OWN,major_purchase,15,9494.0,83.8,21,0,0,1,0
9627.0,36,27.24,394.26,G,10,115559.0,7.7,MORTGAGE,car,8,37543.0,85.4,16,0,0,3,0
6938.0,36,11.64,229.25,B,9,102888.0,2.47,RENT,credit_card,10,9368.0,81.4,24,0,1,0,0
14490.0,36,9.91,466.94,B,10,96144.0,30.11,RENT,home_improvement,13,24188.0,75.7,18,0,1,1,0
24262.0,36,17.33,869.0,D,9,64030.0,22.28,MORTGAGE,debt_consolidation,15,9140.0,82.4,26,0,0,1,0
19685.0,36,20.43,735.89,E,10,22945.0,2.28,OWN,medical,8,3455.0,11.6,19,0,0,3,0
3220.0,36,21.68,122.44,E,2,114921.0,18.72,MORTGAGE,home_improvement,13,55819.0,52.0,25,0,0,2,0
40000.0,36,22.35,1534.87,E,3,61970.0,1.55,MORTGAGE,debt_consolidation,9,6686.0,43.8,18,1,0,1,0
15949.0,36,5.85,484.12,A,3,49754.0,14.17,MORTGAGE,medical,8,2300.0,5.6,15,0,0,3,0
8384.0,60,14.06,195.34,C,1,78361.0,14.53,MORTGAGE,car,8,2023.0,99.0,13,0,0,1,0
14681.0,36,22.8,566.77,F,8,68495.0,32.92,OWN,debt_consolidation,11,6729.0,53.4,23,1,0,0,0
14849.0,36,25.81,596.77,F,1,31523.0,29.41,MORTGAGE,other,12,19420.0,83.3,25,1,0,1,1
8954.0,36,18.85,327.54,D,0,49391.0,35.88,RENT,debt_consolidation,11,8015.0,42.9,25,0,0,1,0
15044.0,36,6.2,459.03,A,8,19102.0,5.62,MORTGAGE,debt_consolidation,8,1813.0,31.9,17,0,0,0,0
9279.0,36,14.12,317.68,C,10,63046.0,21.35,MORTGAGE,debt_consolidation,11,8810.0,51.7,19,0,0,0,0
10482.0,36,6.71,322.27,A,8,132996.0,0.81,MORTGAGE,car,10,24123.0,14.5,19,1,0,3,0
8851.0,36,22.22,339.03,E,9,20387.0,33.02,MORTGAGE,credit_card,10,7133.0,18.6,23,0,0,2,1
5656.0,36,6.46,173.25,A,6,64678.0,14.66,OWN,medical,7,34775.0,5.8,16,0,0,2,0
14581.0,36,9.27,465.51,B,10,89419.0,2.77,MORTGAGE,small_business,11,3512.0,85.8,15,0,0,2,1
18981.0,60,14.59,447.48,C,5,97715.0,12.99,OWN,medical,12,19883.0,54.3,21,0,0,1,0
18196.0,36,15.64,636.49,D,10,38265.0,11.48,MORTGAGE,other,5,13149.0,98.6,13,0,0,2,0
21850.0,36,14.35,750.5,C,1,30905.0,30.64,MORTGAGE,medical,9,13742.0,82.7,14,0,0,2,0
16230.0,36,15.66,567.88,D,9,42099.0,5.06,MORTGAGE,debt_consolidation,8,12648.0,55.3,20,0,0,3,0
9705.0,36,21.4,367.63,E,7,122336.0,22.23,RENT,debt_consolidation,6,5832.0,52.9,12,0,0,4,0
22110.0,60,13.49,508.63,C,6,21467.0,31.76,MORTGAGE,home_improvement,13,10940.0,50.3,23,0,0,1,0
5916.0,36,17.6,212.69,D,8,28866.0,29.58,RENT,debt_consolidation,14,5287.0,5.6,26,0,1,2,1
7782.0,60,11.98,173.03,B,9,45467.0,37.44,MORTGAGE,car,12,10660.0,5.4,25,1,1,0,0
7491.0,36,13.13,252.87,C,10,33343.0,0.03,RENT,other,20,10851.0,49.0,29,0,0,2,0
25541.0,36,19.12,937.78,E,1,58396.0,14.15,MORTGAGE,debt_consolidation,16,6418.0,90.0,31,0,0,4,0
23522.0,60,16.28,575.51,D,1,139905.0,14.78,OWN,debt_consolidation,11,7028.0,65.0,25,0,1,3,0
17897.0,60,21.63,490.54,E,0,29077.0,1.33,RENT,home_improvement,12,1942.0,53.1,20,0,1,1,0
25417.0,60,17.89,643.9,D,1,54840.0,32.69,MORTGAGE,major_purchase,12,8539.0,61.5,23,0,0,0,0
7883.0,36,23.48,307.12,F,2,59578.0,27.56,RENT,credit_card,8,14629.0,31.3,14,0,0,2,1
16468.0,36,15.2,572.48,C,8,48984.0,21.12,RENT,debt_consolidation,17,10317.0,34.9,26,0,0,0,0
12393.0,36,16.29,437.48,D,5,23224.0,16.2,MORTGAGE,debt_consolidation,10,9347.0,74.0,19,0,1,1,0
22206.0,36,20.41,829.9,E,8,40835.0,35.82,RENT,home_improvement,11,1927.0,20.9,21,0,0,3,1
12467.0,36,10.09,402.8,B,5,40909.0,10.58,RENT,major_purchase,5,11876.0,17.1,15,0,0,0,0
10605.0,36,13.88,361.84,C,5,87562.0,13.38,OWN,debt_consolidation,10,2369.0,51.9,20,0,0,0,0
18482.0,36,19.37,680.94,E,1,77014.0,38.11,RENT,debt_consolidation,10,3823.0,74.1,20,0,1,3,1
22600.0,36,5.66,684.06,A,8,23597.0,2.59,MORTGAGE,credit_card,14,2557.0,30.7,28,0,0,3,0
8946.0,60,15.05,213.06,C,8,47464.0,31.22,RENT,credit_card,12,2891.0,41.5,24,0,0,4,0
12879.0,60,18.77,332.46,D,3,44349.0,28.72,OWN,car,6,9346.0,55.0,14,0,0,0,1
7079.0,36,27.25,289.95,G,3,193458.0,36.08,MORTGAGE,debt_consolidation,13,2093.0,88.8,27,0,0,0,1
2984.0,36,25.17,118.91,F,2,71353.0,3.62,MORTGAGE,other,5,2363.0,62.6,15,1,0,0,0
15067.0,36,11.46,496.56,B,9,31368.0,38.82,RENT,debt_consolidation,15,39429.0,85.4,29,0,0,3,0
19251.0,60,16.67,475.03,D,8,37569.0,1.15,MORTGAGE,home_improvement,5,52393.0,38.7,17,0,0,0,0
15635.0,36,6.3,477.78,A,6,47709.0,13.51,RENT,small_business,13,21913.0,58.8,29,0,0,0,0
4148.0,60,10.54,89.24,B,2,74416.0,3.39,MORTGAGE,home_improvement,7,6007.0,65.1,16,0,0,2,0
10824.0,60,22.82,304.02,F,1,80094.0,2.05,RENT,debt_consolidation,8,25334.0,91.4,14,0,0,1,0
3530.0,36,7.84,110.36,A,0,67527.0,38.59,MORTGAGE,debt_consolidation,10,13833.0,80.7,20,0,0,0,0
30389.0,36,10.93,993.89,B,0,52793.0,28.79,MORTGAGE,home_improvement,10,1155.0,14.6,23,0,0,1,0
6963.0,60,26.71,211.41,G,1,55182.0,20.23,RENT,home_improvement,12,25849.0,67.2,19,0,0,4,1
28374.0,36,23.95,1112.45,F,1,55416.0,4.33,RENT,debt_consolidation,5,2318.0,5.2,15,2,0,2,0
23565.0,36,22.98,911.95,F,5,20543.0,21.04,MORTGAGE,debt_consolidation,24,4851.0,99.4,37,1,0,1,1
7783.0,60,24.88,227.89,F,3,57712.0,12.8,MORTGAGE,car,12,10966.0,40.9,20,0,0,2,0
6770.0,36,22.24,259.39,E,4,42347.0,10.86,MORTGAGE,car,15,10875.0,66.8,28,0,0,0,0
16485.0,60,7.77,332.44,A,6,22210.0,24.72,OWN,debt_consolidation,11,11889.0,18.8,21,0,0,3,0
8050.0,60,16.88,199.54,D,7,255437.0,31.64,MORTGAGE,other,9,26830.0,78.2,22,0,0,2,0
14207.0,60,15.22,339.63,C,7,72170.0,17.73,RENT,home_improvement,8,10620.0,69.5,21,2,0,1,0
10000.0,36,12.16,332.91,C,2,60347.0,19.73,RENT,credit_card,11,9492.0,35.0,19,0,0,3,0
4588.0,36,24.18,180.43,F,9,47922.0,26.06,RENT,debt_consolidation,11,37552.0,36.0,24,1,0,2,0
3504.0,36,15.68,122.64,D,10,92794.0,4.99,RENT,major_purchase,8,7484.0,68.1,20,0,0,1,0
15306.0,60,6.39,298.69,A,3,29811.0,33.14,OWN,other,11,7219.0,36.8,23,1,0,2,0
9538.0,60,11.32,208.9,B,0,49631.0,33.48,MORTGAGE,debt_consolidation,8,12685.0,95.0,15,0,0,1,0
9587.0,36,10.26,310.52,B,10,33816.0,21.64,MORTGAGE,credit_card,15,59895.0,32.5,20,1,0,1,0
20283.0,36,25.41,810.85,F,10,92313.0,7.5,RENT,car,13,4072.0,26.7,26,0,0,2,1
27013.0,36,19.89,1002.39,E,0,36459.0,20.03,OWN,other,7,1457.0,76.1,12,2,0,0,0
11344.0,60,17.89,287.38,D,0,115936.0,4.24,RENT,debt_consolidation,11,8021.0,10.4,24,1,0,0,0
10890.0,60,16.65,268.6,D,9,56412.0,30.53,MORTGAGE,small_business,8,32762.0,56.3,23,2,1,0,1
18035.0,60,19.95,477.32,E,3,95291.0,12.45,MORTGAGE,debt_consolidation,10,14541.0,62.3,18,0,0,0,0
5919.0,60,22.36,164.69,E,10,76109.0,12.44,MORTGAGE,credit_card,11,4842.0,30.8,23,0,0,4,0
15274.0,60,17.75,385.78,D,2,113046.0,37.8,MORTGAGE,small_business,18,8157.0,95.1,28,1,0,0,1
18604.0,60,26.58,563.42,G,10,34163.0,16.87,RENT,credit_card,10,3032.0,41.6,20,0,0,2,0
20093.0,36,27.47,825.38,G,0,103092.0,31.58,RENT,debt_consolidation,8,1363.0,28.0,19,0,0,1,0
4180.0,36,27.89,172.65,G,2,19584.0,25.49,MORTGAGE,credit_card,7,6098.0,68.4,20,0,0,0,0
8461.0,60,20.4,226.05,E,10,61444.0,12.65,MORTGAGE,debt_consolidation,7,2994.0,72.1,16,0,0,3,0
7888.0,36,26.45,319.71,G,2,43150.0,4.95,RENT,debt_consolidation,12,5925.0,42.7,23,0,0,2,0
14185.0,36,14.3,486.88,C,1,25778.0,31.91,MORTGAGE,credit_card,8,1830.0,18.1,20,0,0,1,1
17827.0,36,24.77,706.63,F,9,35027.0,30.5,MORTGAGE,other,6,45343.0,63.2,15,0,0,1,0
32795.0,36,25.91,1319.76,F,1,40766.0,6.77,MORTGAGE,major_purchase,20,20914.0,24.9,34,1,0,1,0
9927.0,36,25.8,398.91,F,1,53214.0,9.96,MORTGAGE,debt_consolidation,12,4756.0,22.3,23,0,0,1,0
9912.0,36,24.11,389.45,F,3,43699.0,30.65,RENT,car,9,8486.0,57.8,21,0,0,1,1
26630.0,36,14.35,914.68,C,6,62819.0,39.35,MORTGAGE,debt_consolidation,12,23430.0,98.6,26,1,0,2,0
15962.0,36,8.65,504.99,B,8,36385.0,33.75,RENT,debt_consolidation,13,11023.0,69.3,26,0,0,3,0
28584.0,36,12.68,958.71,C,10,44976.0,27.37,MORTGAGE,home_improvement,7,5726.0,81.0,16,0,0,1,0
15887.0,60,22.65,444.67,F,5,50340.0,36.62,RENT,debt_consolidation,9,12982.0,71.3,15,1,0,2,0
6672.0,36,10.36,216.42,B,4,66787.0,11.41,RENT,major_purchase,14,6226.0,37.2,29,0,0,1,0
6004.0,36,16.0,211.08,D,3,99639.0,0.39,RENT,home_improvement,11,7020.0,90.7,20,0,0,0,0
5266.0,36,18.0,190.38,D,9,99927.0,12.84,MORTGAGE,home_improvement,12,46513.0,80.9,23,0,0,0,0
19875.0,36,18.89,727.43,D,8,69043.0,38.88,RENT,debt_consolidation,8,12423.0,69.1,16,0,0,2,1
27260.0,36,26.52,1105.89,G,10,77509.0,35.28,RENT,debt_consolidation,10,7490.0,54.1,22,1,0,1,1
40000.0,60,20.21,1064.43,E,10,72195.0,2.01,RENT,car,16,2994.0,36.2,26,0,0,0,0
22156.0,60,23.08,625.61,F,3,49574.0,20.08,RENT,debt_consolidation,15,13921.0,45.0,23,0,0,0,0
26841.0,36,18.38,975.49,D,5,102780.0,3.16,MORTGAGE,credit_card,6,22835.0,31.0,14,0,0,2,0
9433.0,36,24.17,370.93,F,6,34590.0,31.56,MORTGAGE,debt_consolidation,12,25698.0,92.0,24,1,0,4,0
6675.0,36,11.06,218.72,B,1,17520.0,14.9,MORTGAGE,debt_consolidation,12,105358.0,32.9,26,0,1,0,0
22249.0,60,9.83,470.87,B,0,32052.0,36.48,MORTGAGE,debt_consolidation,11,3041.0,93.8,17,0,0,1,0
17165.0,60,26.31,517.08,G,10,138950.0,2.18,RENT,debt_consolidation,7,1094.0,44.3,23,0,0,1,0
14249.0,36,20.95,536.47,E,5,50148.0,29.36,RENT,other,11,21998.0,83.7,19,0,0,1,0
16855.0,36,20.45,630.26,E,6,70578.0,15.97,OWN,other,13,2442.0,25.1,25,0,0,3,0
16219.0,60,15.75,392.26,D,5,50799.0,10.73,MORTGAGE,credit_card,15,2547.0,96.5,29,0,0,2,0
28862.0,60,13.66,666.49,C,8,83868.0,20.7,RENT,credit_card,13,14145.0,89.7,24,0,0,0,0
29056.0,36,17.78,1047.24,D,1,62469.0,19.42,MORTGAGE,debt_consolidation,14,11086.0,69.9,22,0,0,1,0
18519.0,60,7.77,373.46,A,6,57460.0,13.95,MORTGAGE,car,8,4270.0,91.9,14,0,0,1,0
22192.0,36,15.46,774.3,C,4,86532.0,25.95,RENT,debt_consolidation,12,3562.0,62.1,25,0,0,3,0
18187.0,36,15.47,634.65,C,10,45279.0,26.45,MORTGAGE,debt_consolidation,11,8367.0,1.4,24,0,0,1,0
10130.0,60,17.38,253.83,D,5,74850.0,3.09,RENT,debt_consolidation,13,5015.0,25.1,23,0,0,2,0
21035.0,36,19.6,777.46,E,10,53915.0,23.82,OWN,debt_consolidation,11,9171.0,8.9,21,0,0,1,0
5787.0,60,27.02,176.78,G,3,56137.0,28.43,RENT,debt_consolidation,9,2982.0,6.6,24,0,1,1,1
25143.0,36,20.0,934.4,E,10,36638.0,3.04,RENT,debt_consolidation,7,3367.0,47.1,22,0,0,1,0
6524.0,36,25.33,260.53,F,10,52598.0,26.37,RENT,other,14,1725.0,97.7,21,0,0,0,0
15859.0,36,17.79,571.67,D,6,43272.0,32.16,MORTGAGE,major_purchase,14,11687.0,39.4,28,1,0,0,0
8046.0,36,19.42,296.65,E,3,117942.0,33.28,MORTGAGE,credit_card,15,4240.0,96.7,23,0,0,1,0
18621.0,36,6.61,571.65,A,3,21798.0,1.67,MORTGAGE,debt_consolidation,14,16793.0,89.1,24,0,0,0,0
13091.0,60,8.07,265.88,A,8,102084.0,27.9,RENT,debt_consolidation,9,897.0,17.6,17,0,0,1,0
5131.0,36,18.33,186.35,D,6,21025.0,31.88,RENT,home_improvement,14,2026.0,88.4,24,0,0,1,0
17196.0,60,14.1,401.01,C,4,82647.0,15.87,RENT,small_business,6,6806.0,25.7,16,0,0,2,0
9445.0,36,23.37,367.44,F,6,36220.0,21.71,MORTGAGE,other,11,4117.0,5.3,19,0,0,1,0
22668.0,60,17.49,569.35,D,8,84103.0,10.6,RENT,debt_consolidation,3,2750.0,12.0,7,0,0,2,0
13370.0,36,25.29,533.64,F,0,55669.0,12.41,RENT,debt_consolidation,12,6123.0,51.6,25,0,0,2,0
16937.0,36,27.36,694.73,G,1,25351.0,20.06,RENT,credit_card,16,6086.0,62.4,25,1,0,3,0
7521.0,36,8.4,237.07,A,1,135289.0,6.05,MORTGAGE,other,10,19354.0,2.5,26,2,0,3,0
9381.0,36,14.08,320.98,C,2,95415.0,14.82,RENT,credit_card,13,10572.0,70.4,20,0,0,3,0
10146.0,36,20.29,378.56,E,4,80976.0,12.06,MORTGAGE,home_improvement,12,24990.0,7.4,19,1,0,0,0
22337.0,36,12.03,742.23,C,9,40773.0,9.53,MORTGAGE,debt_consolidation,12,37614.0,65.0,26,0,1,3,0
36550.0,60,11.14,797.24,B,3,97407.0,19.36,RENT,car,11,4299.0,6.0,19,0,0,1,0
8241.0,60,23.72,235.74,F,0,27724.0,33.55,RENT,home_improvement,8,24400.0,29.9,14,0,2,1,1
25492.0,60,27.55,786.81,G,5,15731.0,9.69,RENT,debt_consolidation,10,19418.0,88.4,16,0,0,2,0
3634.0,36,22.8,140.29,F,10,23450.0,26.39,RENT,credit_card,16,7776.0,96.0,25,1,0,3,0
6526.0,60,17.04,162.33,D,3,34434.0,10.17,RENT,home_improvement,10,13703.0,5.2,18,0,0,3,0
7516.0,60,15.18,179.52,C,10,38067.0,5.68,MORTGAGE,debt_consolidation,6,9828.0,82.3,16,0,0,0,0
5934.0,36,17.41,212.78,D,1,46124.0,37.73,MORTGAGE,debt_consolidation,13,7645.0,60.1,22,1,0,2,1
5166.0,36,15.65,180.73,D,1,47370.0,25.33,RENT,debt_consolidation,16,10496.0,93.4,25,0,0,3,1
17117.0,36,16.57,606.61,D,8,40542.0,4.18,MORTGAGE,other,18,11229.0,38.8,32,1,0,1,0
